"section_id","schedule"
22017,"TH2023-03-02 00:00:0011:59Evans 9392023-01-19 00:00:0010:00"
33042,"TH2023-03-02 00:00:0017:25UC LAW 102023-01-19 00:00:0015:35"
32516,"TH2023-03-02 00:00:0020:45UC LAW 1112023-03-02 00:00:0018:25"
31946,"TH2023-03-02 00:00:0020:45UC LAW 2442023-03-02 00:00:0018:25"
31946,"TH2023-03-02 00:00:0020:45UC LAW 2442023-03-02 00:00:0018:25"
32312,"TH2023-03-02 00:00:0021:15UC LAW 1702023-03-02 00:00:0018:25"
32864,"TH2023-03-09 00:00:0017:25UC LAW 1112023-03-09 00:00:0015:35"
32315,"TH2023-03-09 00:00:0021:00UC LAW 122023-03-09 00:00:0018:25"
33405,"TH2023-03-09 00:00:0021:05UC LAW 1052023-03-09 00:00:0018:25"
32516,"TH2023-03-16 00:00:0020:45UC LAW 1112023-03-16 00:00:0018:25"
31946,"TH2023-03-16 00:00:0020:45UC LAW 2442023-03-16 00:00:0018:25"
31946,"TH2023-03-16 00:00:0020:45UC LAW 2442023-03-16 00:00:0018:25"
32586,"TH2023-03-23 00:00:0012:40UC LAW 1412023-02-23 00:00:0010:00"
32864,"TH2023-03-23 00:00:0017:25UC LAW 1112023-03-23 00:00:0015:35"
29969,"TH2023-03-24 00:00:0011:59Wurster 1702023-01-17 00:00:0009:00"
29997,"TH2023-03-24 00:00:0011:59Wurster 1702023-01-17 00:00:0009:00"
32864,"TH2023-04-06 00:00:0017:25UC LAW 1112023-04-06 00:00:0015:35"
33054,"TH2023-04-20 00:00:0010:59Social Sciences Building 1262023-01-26 00:00:0010:00"
32582,"TH2023-04-28 00:00:0009:50UC LAW 1112023-01-09 00:00:0008:00"
32410,"TH2023-04-28 00:00:0009:50UC LAW 1412023-01-09 00:00:0008:00"
32307,"TH2023-04-28 00:00:0012:40UC LAW 1052023-01-09 00:00:0010:00"
32599,"TH2023-04-28 00:00:0012:40UC LAW 1152023-01-09 00:00:0010:00"
32359,"TH2023-04-28 00:00:0015:002240 Piedmont 1022023-01-09 00:00:0012:00"
32600,"TH2023-04-28 00:00:0017:00UC LAW 1412023-01-09 00:00:0015:00"
32682,"TH2023-04-28 00:00:0017:25UC LAW 1072023-01-09 00:00:0015:35"
32685,"TH2023-04-28 00:00:0017:25UC LAW 1152023-01-09 00:00:0015:35"
32685,"TH2023-04-28 00:00:0017:25UC LAW 1152023-01-09 00:00:0015:35"
32544,"TH2023-04-28 00:00:0017:25UC LAW 1322023-01-09 00:00:0015:35"
32576,"TH2023-04-28 00:00:0018:15UC LAW 1302023-01-09 00:00:0015:35"
32576,"TH2023-04-28 00:00:0018:15UC LAW 1302023-01-09 00:00:0015:35"
32493,"TH2023-04-28 00:00:0018:15UC LAW 1702023-01-09 00:00:0015:35"
32360,"TH2023-04-28 00:00:0020:15UC LAW 1072023-01-09 00:00:0018:25"
30217,"TH2023-05-05 00:00:0008:59Cory 2372023-01-17 00:00:0008:00"
27530,"TH2023-05-05 00:00:0008:59Dwinelle 1052023-01-17 00:00:0008:00"
31282,"TH2023-05-05 00:00:0008:59Dwinelle 1052023-01-17 00:00:0008:00"
21919,"TH2023-05-05 00:00:0008:59Dwinelle 1342023-01-17 00:00:0008:00"
26401,"TH2023-05-05 00:00:0008:59Dwinelle 2342023-01-17 00:00:0008:00"
30655,"TH2023-05-05 00:00:0008:59Dwinelle 2352023-01-17 00:00:0008:00"
25274,"TH2023-05-05 00:00:0008:59Dwinelle 2462023-01-17 00:00:0008:00"
25300,"TH2023-05-05 00:00:0008:59Dwinelle 2462023-01-17 00:00:0008:00"
30261,"TH2023-05-05 00:00:0008:59Evans 392023-01-17 00:00:0008:00"
30216,"TH2023-05-05 00:00:0008:59Evans 52023-01-17 00:00:0008:00"
22438,"TH2023-05-05 00:00:0008:59Hearst Gym 2422023-01-17 00:00:0006:00"
22438,"TH2023-05-05 00:00:0008:59Hearst Gym 2422023-01-17 00:00:0006:00"
22438,"TH2023-05-05 00:00:0008:59Hearst Gym 2422023-01-17 00:00:0006:00"
24520,"TH2023-05-05 00:00:0008:59Hearst Gym 2452023-01-17 00:00:0006:00"
24520,"TH2023-05-05 00:00:0008:59Hearst Gym 2452023-01-17 00:00:0006:00"
24520,"TH2023-05-05 00:00:0008:59Hearst Gym 2452023-01-17 00:00:0006:00"
29815,"TH2023-05-05 00:00:0008:59Wheeler 242023-01-17 00:00:0008:00"
29089,"TH2023-05-05 00:00:0009:29Cory 2992023-01-17 00:00:0008:30"
21983,"TH2023-05-05 00:00:0009:29Dwinelle 2542023-01-17 00:00:0008:00"
22007,"TH2023-05-05 00:00:0009:29Evans 22023-01-17 00:00:0008:00"
28242,"TH2023-05-05 00:00:0009:29Soda 3102023-01-17 00:00:0008:00"
24593,"TH2023-05-05 00:00:0009:29Valley Life Sciences 20382023-01-17 00:00:0008:00"
25610,"TH2023-05-05 00:00:0009:29Valley Life Sciences 20382023-01-17 00:00:0008:00"
31324,"TH2023-05-05 00:00:0009:59Barker 1102023-01-17 00:00:0009:00"
32701,"TH2023-05-05 00:00:0009:59Cory 2852023-01-17 00:00:0009:00"
33569,"TH2023-05-05 00:00:0009:59Dwinelle 2042023-01-17 00:00:0009:00"
26418,"TH2023-05-05 00:00:0009:59Dwinelle 832023-01-17 00:00:0009:00"
25643,"TH2023-05-05 00:00:0009:59Etcheverry 31052023-01-17 00:00:0008:00"
25644,"TH2023-05-05 00:00:0009:59Etcheverry 31132023-01-17 00:00:0008:00"
25413,"TH2023-05-05 00:00:0009:59Evans 42023-01-17 00:00:0009:00"
28604,"TH2023-05-05 00:00:0009:59Evans 452023-01-17 00:00:0009:00"
30263,"TH2023-05-05 00:00:0009:59Evans 512023-01-17 00:00:0009:00"
23764,"TH2023-05-05 00:00:0009:59Evans 552023-01-17 00:00:0009:00"
22522,"TH2023-05-05 00:00:0009:59Evans 612023-01-17 00:00:0009:00"
24743,"TH2023-05-05 00:00:0009:59Evans 722023-01-17 00:00:0009:00"
25202,"TH2023-05-05 00:00:0009:59Evans 752023-01-17 00:00:0009:00"
28817,"TH2023-05-05 00:00:0009:59Genetics & Plant Bio 1072023-01-17 00:00:0009:00"
25626,"TH2023-05-05 00:00:0009:59Hearst Field Annex B52023-01-17 00:00:0008:00"
22439,"TH2023-05-05 00:00:0009:59Hearst Gym 2422023-01-17 00:00:0009:00"
22439,"TH2023-05-05 00:00:0009:59Hearst Gym 2422023-01-17 00:00:0009:00"
25275,"TH2023-05-05 00:00:0009:59Hearst Gym 2452023-01-17 00:00:0009:00"
25301,"TH2023-05-05 00:00:0009:59Hearst Gym 2452023-01-17 00:00:0009:00"
30218,"TH2023-05-05 00:00:0009:59Latimer 1212023-01-17 00:00:0009:00"
30219,"TH2023-05-05 00:00:0009:59Latimer 1222023-01-17 00:00:0009:00"
28425,"TH2023-05-05 00:00:0009:59Moffitt Library 1032023-01-17 00:00:0009:00"
21861,"TH2023-05-05 00:00:0009:59Morgan 1092023-01-17 00:00:0009:00"
27524,"TH2023-05-05 00:00:0009:59Morgan 1092023-01-17 00:00:0009:00"
33711,"TH2023-05-05 00:00:0009:59Social Sciences Building 1222023-01-17 00:00:0009:00"
21049,"TH2023-05-05 00:00:0009:59Social Sciences Building 1512023-01-17 00:00:0009:00"
27797,"TH2023-05-05 00:00:0009:59Social Sciences Building 1552023-01-17 00:00:0009:00"
27804,"TH2023-05-05 00:00:0009:59Social Sciences Building 1752023-01-17 00:00:0009:00"
28026,"TH2023-05-05 00:00:0009:59Social Sciences Building 1852023-01-17 00:00:0009:00"
20942,"TH2023-05-05 00:00:0009:59Social Sciences Building 742023-01-17 00:00:0009:00"
23993,"TH2023-05-05 00:00:0009:59Social Sciences Building 762023-01-17 00:00:0009:00"
31012,"TH2023-05-05 00:00:0009:59Stanley 1792023-01-17 00:00:0008:00"
31801,"TH2023-05-05 00:00:0009:59Stanley 1792023-01-17 00:00:0008:00"
23520,"TH2023-05-05 00:00:0009:59Valley Life Sciences 20622023-01-17 00:00:0009:00"
26504,"TH2023-05-05 00:00:0009:59Valley Life Sciences 20662023-01-17 00:00:0009:00"
33529,"TH2023-05-05 00:00:0009:59Valley Life Sciences 20702023-01-17 00:00:0009:00"
21792,"TH2023-05-05 00:00:0009:59Valley Life Sciences 31012023-01-17 00:00:0009:00"
21792,"TH2023-05-05 00:00:0009:59Valley Life Sciences 31012023-01-17 00:00:0009:00"
27663,"TH2023-05-05 00:00:0009:59Valley Life Sciences 31012023-01-17 00:00:0009:00"
27663,"TH2023-05-05 00:00:0009:59Valley Life Sciences 31012023-01-17 00:00:0009:00"
27531,"TH2023-05-05 00:00:0009:59Wheeler 1202023-01-17 00:00:0009:00"
31283,"TH2023-05-05 00:00:0009:59Wheeler 1202023-01-17 00:00:0009:00"
24809,"TH2023-05-05 00:00:0009:59Wheeler 1242023-01-17 00:00:0009:00"
21884,"TH2023-05-05 00:00:0009:59Wheeler 2002023-01-17 00:00:0008:00"
30896,"TH2023-05-05 00:00:0009:59Wheeler 2002023-01-17 00:00:0008:00"
22240,"TH2023-05-05 00:00:0009:59Wheeler 2022023-01-17 00:00:0009:00"
26710,"TH2023-05-05 00:00:0009:59Wheeler 2042023-01-17 00:00:0008:00"
28402,"TH2023-05-05 00:00:0009:59Wheeler 2202023-01-17 00:00:0009:00"
30935,"TH2023-05-05 00:00:0009:59Wheeler 2242023-01-17 00:00:0009:00"
29864,"TH2023-05-05 00:00:0009:59Wurster 1042023-01-17 00:00:0009:00"
29866,"TH2023-05-05 00:00:0009:59Wurster 3702023-01-17 00:00:0009:00"
26505,"TH2023-05-05 00:00:0010:59Barker 1102023-01-17 00:00:0010:00"
31483,"TH2023-05-05 00:00:0010:59Berkeley Way West 12072023-01-17 00:00:0009:00"
31777,"TH2023-05-05 00:00:0010:59Berkeley Way West 12172023-01-17 00:00:0010:00"
31431,"TH2023-05-05 00:00:0010:59Cheit C3352023-01-17 00:00:0009:00"
28462,"TH2023-05-05 00:00:0010:59Cory 1252023-01-17 00:00:0008:00"
28975,"TH2023-05-05 00:00:0010:59Cory 1252023-01-17 00:00:0008:00"
29316,"TH2023-05-05 00:00:0010:59Cory 1402023-01-17 00:00:0008:00"
24065,"TH2023-05-05 00:00:0010:59Cory 2892023-01-17 00:00:0010:00"
27876,"TH2023-05-05 00:00:0010:59Cory 2892023-01-17 00:00:0010:00"
29280,"TH2023-05-05 00:00:0010:59Cory 540AB2023-01-17 00:00:0010:00"
31176,"TH2023-05-05 00:00:0010:59Cory 540AB2023-01-17 00:00:0010:00"
33570,"TH2023-05-05 00:00:0010:59Dwinelle 2042023-01-17 00:00:0010:00"
27388,"TH2023-05-05 00:00:0010:59Dwinelle 2792023-01-17 00:00:0009:30"
21901,"TH2023-05-05 00:00:0010:59Dwinelle B42023-01-17 00:00:0010:00"
28530,"TH2023-05-05 00:00:0010:59Etcheverry 11092023-01-17 00:00:0009:00"
25332,"TH2023-05-05 00:00:0010:59Etcheverry 31082023-01-17 00:00:0010:00"
27798,"TH2023-05-05 00:00:0010:59Etcheverry 31132023-01-17 00:00:0010:00"
23282,"TH2023-05-05 00:00:0010:59Evans 3402023-01-17 00:00:0009:00"
27297,"TH2023-05-05 00:00:0010:59Evans 42023-01-17 00:00:0010:00"
23762,"TH2023-05-05 00:00:0010:59Evans 452023-01-17 00:00:0010:00"
30784,"TH2023-05-05 00:00:0010:59Evans 472023-01-17 00:00:0009:00"
30784,"TH2023-05-05 00:00:0010:59Evans 472023-01-17 00:00:0009:00"
24744,"TH2023-05-05 00:00:0010:59Evans 512023-01-17 00:00:0010:00"
22523,"TH2023-05-05 00:00:0010:59Evans 552023-01-17 00:00:0010:00"
26095,"TH2023-05-05 00:00:0010:59Evans 612023-01-17 00:00:0010:00"
31568,"TH2023-05-05 00:00:0010:59Evans 62023-01-17 00:00:0010:00"
21985,"TH2023-05-05 00:00:0010:59Evans 702023-01-17 00:00:0009:30"
33723,"TH2023-05-05 00:00:0010:59Evans 712023-01-17 00:00:0010:00"
33730,"TH2023-05-05 00:00:0010:59Evans 712023-01-17 00:00:0010:00"
31790,"TH2023-05-05 00:00:0010:59Evans 752023-01-17 00:00:0010:00"
32862,"TH2023-05-05 00:00:0010:59Evans 752023-01-17 00:00:0010:00"
31620,"TH2023-05-05 00:00:0010:59Evans 812023-01-17 00:00:0010:00"
19559,"TH2023-05-05 00:00:0010:59Evans 852023-01-17 00:00:0010:00"
24595,"TH2023-05-05 00:00:0010:59Evans 872023-01-17 00:00:0009:30"
25612,"TH2023-05-05 00:00:0010:59Evans 872023-01-17 00:00:0009:30"
22009,"TH2023-05-05 00:00:0010:59Evans 92023-01-17 00:00:0009:30"
29303,"TH2023-05-05 00:00:0010:59Giannini 1412023-01-17 00:00:0010:00"
30466,"TH2023-05-05 00:00:0010:59Haviland 42023-01-17 00:00:0010:00"
30656,"TH2023-05-05 00:00:0010:59Hearst Gym 2452023-01-17 00:00:0010:00"
29047,"TH2023-05-05 00:00:0010:59Hesse 1202023-01-17 00:00:0008:00"
29416,"TH2023-05-05 00:00:0010:59Hesse 1222023-01-17 00:00:0008:00"
21984,"TH2023-05-05 00:00:0010:59Hildebrand B512023-01-17 00:00:0009:30"
31700,"TH2023-05-05 00:00:0010:59Latimer 1022023-01-17 00:00:0010:00"
22008,"TH2023-05-05 00:00:0010:59Latimer 1052023-01-17 00:00:0009:30"
28027,"TH2023-05-05 00:00:0010:59Moffitt Library 1032023-01-17 00:00:0010:00"
23948,"TH2023-05-05 00:00:0010:59Physics Building 3852023-01-17 00:00:0010:00"
28066,"TH2023-05-05 00:00:0010:59Social Sciences Building 1042023-01-17 00:00:0010:00"
33712,"TH2023-05-05 00:00:0010:59Social Sciences Building 1222023-01-17 00:00:0010:00"
28078,"TH2023-05-05 00:00:0010:59Social Sciences Building 1512023-01-17 00:00:0010:00"
24691,"TH2023-05-05 00:00:0010:59Social Sciences Building 1552023-01-17 00:00:0010:00"
30369,"TH2023-05-05 00:00:0010:59Social Sciences Building 502023-01-17 00:00:0010:00"
23639,"TH2023-05-05 00:00:0010:59Social Sciences Building 562023-01-17 00:00:0009:30"
24299,"TH2023-05-05 00:00:0010:59Social Sciences Building 742023-01-17 00:00:0010:00"
17458,"TH2023-05-05 00:00:0010:59Social Sciences Building 7492023-01-17 00:00:0009:00"
28268,"TH2023-05-05 00:00:0010:59Soda 2712023-01-17 00:00:0009:00"
28269,"TH2023-05-05 00:00:0010:59Soda 2732023-01-17 00:00:0009:00"
28270,"TH2023-05-05 00:00:0010:59Soda 2752023-01-17 00:00:0009:00"
28271,"TH2023-05-05 00:00:0010:59Soda 2772023-01-17 00:00:0009:00"
28243,"TH2023-05-05 00:00:0010:59Soda 3202023-01-17 00:00:0009:30"
28272,"TH2023-05-05 00:00:0010:59Soda 3302023-01-17 00:00:0009:00"
27324,"TH2023-05-05 00:00:0010:59Stanley 1792023-01-17 00:00:0010:00"
31631,"TH2023-05-05 00:00:0010:59Valley Life Sciences 20622023-01-17 00:00:0010:00"
25276,"TH2023-05-05 00:00:0010:59Valley Life Sciences 20662023-01-17 00:00:0010:00"
25303,"TH2023-05-05 00:00:0010:59Valley Life Sciences 20662023-01-17 00:00:0010:00"
31325,"TH2023-05-05 00:00:0010:59Valley Life Sciences 20702023-01-17 00:00:0010:00"
29304,"TH2023-05-05 00:00:0010:59Wheeler 1202023-01-17 00:00:0010:00"
21885,"TH2023-05-05 00:00:0010:59Wheeler 1302023-01-17 00:00:0009:00"
29729,"TH2023-05-05 00:00:0010:59Wheeler 1302023-01-17 00:00:0009:00"
30546,"TH2023-05-05 00:00:0010:59Wheeler 2002023-01-17 00:00:0010:00"
22243,"TH2023-05-05 00:00:0010:59Wheeler 2022023-01-17 00:00:0010:00"
28561,"TH2023-05-05 00:00:0010:59Wheeler 2042023-01-17 00:00:0010:00"
28867,"TH2023-05-05 00:00:0010:59Wheeler 2202023-01-17 00:00:0010:00"
29865,"TH2023-05-05 00:00:0010:59Wurster 1042023-01-17 00:00:0010:00"
29867,"TH2023-05-05 00:00:0010:59Wurster 3702023-01-17 00:00:0010:00"
29882,"TH2023-05-05 00:00:0010:59Wurster 4792023-01-17 00:00:0009:30"
20992,"TH2023-05-05 00:00:0011:59Anthro/Art Practice Bldg 2192023-01-17 00:00:0010:00"
32541,"TH2023-05-05 00:00:0011:59Berkeley Way West 12042023-01-17 00:00:0009:00"
32541,"TH2023-05-05 00:00:0011:59Berkeley Way West 12042023-01-17 00:00:0009:00"
32541,"TH2023-05-05 00:00:0011:59Berkeley Way West 12042023-01-17 00:00:0009:00"
30226,"TH2023-05-05 00:00:0011:59Berkeley Way West 12052023-01-17 00:00:0010:00"
30226,"TH2023-05-05 00:00:0011:59Berkeley Way West 12052023-01-17 00:00:0010:00"
32540,"TH2023-05-05 00:00:0011:59Berkeley Way West 12062023-01-17 00:00:0009:00"
32540,"TH2023-05-05 00:00:0011:59Berkeley Way West 12062023-01-17 00:00:0009:00"
23518,"TH2023-05-05 00:00:0011:59Berkeley Way West 12132023-01-17 00:00:0009:00"
31778,"TH2023-05-05 00:00:0011:59Berkeley Way West 12172023-01-17 00:00:0011:00"
29688,"TH2023-05-05 00:00:0011:59Berkeley Way West 42442023-01-17 00:00:0009:00"
33242,"TH2023-05-05 00:00:0011:59Cheit C2202023-01-17 00:00:0010:00"
33571,"TH2023-05-05 00:00:0011:59Dwinelle 2042023-01-17 00:00:0011:00"
25647,"TH2023-05-05 00:00:0011:59Etcheverry 31052023-01-17 00:00:0010:00"
28416,"TH2023-05-05 00:00:0011:59Etcheverry 31112023-01-17 00:00:0011:00"
20696,"TH2023-05-05 00:00:0011:59Etcheverry 31132023-01-17 00:00:0011:00"
29432,"TH2023-05-05 00:00:0011:59Etcheverry 3117B2023-01-17 00:00:0011:00"
23283,"TH2023-05-05 00:00:0011:59Evans 3342023-01-17 00:00:0010:00"
24745,"TH2023-05-05 00:00:0011:59Evans 412023-01-17 00:00:0011:00"
24277,"TH2023-05-05 00:00:0011:59Evans 42023-01-17 00:00:0011:00"
22524,"TH2023-05-05 00:00:0011:59Evans 452023-01-17 00:00:0011:00"
33363,"TH2023-05-05 00:00:0011:59Evans 552023-01-17 00:00:0011:00"
31326,"TH2023-05-05 00:00:0011:59Evans 62023-01-17 00:00:0011:00"
24426,"TH2023-05-05 00:00:0011:59Evans 72023-01-17 00:00:0010:00"
26779,"TH2023-05-05 00:00:0011:59Evans 812023-01-17 00:00:0011:00"
31569,"TH2023-05-05 00:00:0011:59Evans 852023-01-17 00:00:0011:00"
31585,"TH2023-05-05 00:00:0011:59Evans 872023-01-17 00:00:0011:00"
21771,"TH2023-05-05 00:00:0011:59Genetics & Plant Bio 1032023-01-17 00:00:0011:00"
31022,"TH2023-05-05 00:00:0011:59Genetics & Plant Bio 1072023-01-17 00:00:0010:00"
31803,"TH2023-05-05 00:00:0011:59Genetics & Plant Bio 1072023-01-17 00:00:0010:00"
28933,"TH2023-05-05 00:00:0011:59Giannini 1412023-01-17 00:00:0011:00"
30345,"TH2023-05-05 00:00:0011:59Giannini 2012023-01-17 00:00:0011:00"
29749,"TH2023-05-05 00:00:0011:59GTU Student Services Center2023-01-17 00:00:0009:00"
30467,"TH2023-05-05 00:00:0011:59Haviland 42023-01-17 00:00:0011:00"
25648,"TH2023-05-05 00:00:0011:59Hearst Field Annex B52023-01-17 00:00:0010:00"
26642,"TH2023-05-05 00:00:0011:59Hearst Gym 2302023-01-17 00:00:0010:00"
22440,"TH2023-05-05 00:00:0011:59Hearst Gym 2422023-01-17 00:00:0010:00"
22440,"TH2023-05-05 00:00:0011:59Hearst Gym 2422023-01-17 00:00:0010:00"
25507,"TH2023-05-05 00:00:0011:59Hearst Gym 2512023-01-17 00:00:0010:00"
31013,"TH2023-05-05 00:00:0011:59Hearst Mining 3102023-01-17 00:00:0010:00"
31802,"TH2023-05-05 00:00:0011:59Hearst Mining 3102023-01-17 00:00:0010:00"
23100,"TH2023-05-05 00:00:0011:59Latimer 1222023-01-17 00:00:0010:00"
20653,"TH2023-05-05 00:00:0011:59Latimer 2162023-01-17 00:00:0008:00"
27485,"TH2023-05-05 00:00:0011:59Morgan 1092023-01-17 00:00:0010:00"
22473,"TH2023-05-05 00:00:0011:59Morrison 2502023-01-17 00:00:0009:00"
27929,"TH2023-05-05 00:00:0011:59Mulford 1242023-01-17 00:00:0009:00"
30114,"TH2023-05-05 00:00:0011:59North Gate 2092023-01-17 00:00:0009:00"
24739,"TH2023-05-05 00:00:0011:59Social Sciences Building 1922023-01-17 00:00:0011:00"
25688,"TH2023-05-05 00:00:0011:59Social Sciences Building 4022023-01-17 00:00:0010:00"
27310,"TH2023-05-05 00:00:0011:59Social Sciences Building 742023-01-17 00:00:0011:00"
23994,"TH2023-05-05 00:00:0011:59Social Sciences Building 762023-01-17 00:00:0011:00"
33278,"TH2023-05-05 00:00:0011:59Social Sciences Building 7912023-01-17 00:00:0009:00"
31534,"TH2023-05-05 00:00:0011:59Social Sciences Building 802023-01-17 00:00:0010:00"
28850,"TH2023-05-05 00:00:0011:59Stanley B1442023-01-17 00:00:0008:00"
31307,"TH2023-05-05 00:00:0011:59Valley Life Sciences 20382023-01-17 00:00:0011:00"
30682,"TH2023-05-05 00:00:0011:59Valley Life Sciences 30302023-01-17 00:00:0011:00"
28578,"TH2023-05-05 00:00:0011:59Wheeler 1022023-01-17 00:00:0011:00"
31102,"TH2023-05-05 00:00:0011:59Wheeler 1082023-01-17 00:00:0011:00"
31791,"TH2023-05-05 00:00:0011:59Wheeler 1202023-01-17 00:00:0011:00"
32863,"TH2023-05-05 00:00:0011:59Wheeler 1202023-01-17 00:00:0011:00"
31357,"TH2023-05-05 00:00:0011:59Wheeler 1242023-01-17 00:00:0010:00"
31357,"TH2023-05-05 00:00:0011:59Wheeler 1242023-01-17 00:00:0010:00"
28415,"TH2023-05-05 00:00:0011:59Wheeler 202023-01-17 00:00:0011:00"
33537,"TH2023-05-05 00:00:0011:59Wurster 1012023-01-17 00:00:0011:00"
24186,"TH2023-05-05 00:00:0011:59Wurster 1022023-01-17 00:00:0011:00"
29914,"TH2023-05-05 00:00:0011:59Wurster 315C2023-01-17 00:00:0011:00"
23256,"TH2023-05-05 00:00:0012:29Cheit C3352023-01-17 00:00:0011:00"
21987,"TH2023-05-05 00:00:0012:29Dwinelle 2432023-01-17 00:00:0011:00"
33696,"TH2023-05-05 00:00:0012:29Dwinelle 2792023-01-17 00:00:0011:00"
23640,"TH2023-05-05 00:00:0012:29Etcheverry 31092023-01-17 00:00:0011:00"
21986,"TH2023-05-05 00:00:0012:29Evans 32023-01-17 00:00:0011:00"
23259,"TH2023-05-05 00:00:0012:29Evans 752023-01-17 00:00:0011:00"
22010,"TH2023-05-05 00:00:0012:29Hildebrand B512023-01-17 00:00:0011:00"
22011,"TH2023-05-05 00:00:0012:29Latimer 1052023-01-17 00:00:0011:00"
11120,"TH2023-05-05 00:00:0012:29Latimer 1202023-01-17 00:00:0011:00"
19264,"TH2023-05-05 00:00:0012:29Li Ka Shing 1252023-01-17 00:00:0011:00"
19264,"TH2023-05-05 00:00:0012:29Li Ka Shing 1252023-01-17 00:00:0011:00"
33750,"TH2023-05-05 00:00:0012:29McCone 5752023-01-17 00:00:0009:30"
33750,"TH2023-05-05 00:00:0012:29McCone 5752023-01-17 00:00:0009:30"
33761,"TH2023-05-05 00:00:0012:29McCone 5752023-01-17 00:00:0009:30"
33761,"TH2023-05-05 00:00:0012:29McCone 5752023-01-17 00:00:0009:30"
23258,"TH2023-05-05 00:00:0012:29Physics Building 3852023-01-17 00:00:0011:00"
25422,"TH2023-05-05 00:00:0012:29Social Sciences Building 1402023-01-17 00:00:0011:00"
32675,"TH2023-05-05 00:00:0012:29Social Sciences Building 5872023-01-17 00:00:0011:00"
28244,"TH2023-05-05 00:00:0012:29Soda 3202023-01-17 00:00:0011:00"
28260,"TH2023-05-05 00:00:0012:29Soda 4052023-01-17 00:00:0011:00"
21147,"TH2023-05-05 00:00:0012:29Valley Life Sciences 20952023-01-17 00:00:0009:30"
21148,"TH2023-05-05 00:00:0012:29Valley Life Sciences 20972023-01-17 00:00:0009:30"
21146,"TH2023-05-05 00:00:0012:29Valley Life Sciences 21132023-01-17 00:00:0009:30"
24656,"TH2023-05-05 00:00:0012:29Wheeler 1302023-01-17 00:00:0011:00"
25615,"TH2023-05-05 00:00:0012:29Wheeler 1302023-01-17 00:00:0011:00"
17101,"TH2023-05-05 00:00:0012:29Wurster 1722023-01-17 00:00:0009:30"
29595,"TH2023-05-05 00:00:0012:59Berkeley Way West 45002023-01-17 00:00:0011:00"
24875,"TH2023-05-05 00:00:0012:59Cory 2472023-01-17 00:00:0012:00"
27502,"TH2023-05-05 00:00:0012:59Cory 2472023-01-17 00:00:0012:00"
33753,"TH2023-05-05 00:00:0012:59Doe Library 4252023-01-17 00:00:0010:00"
26487,"TH2023-05-05 00:00:0012:59Dwinelle 1052023-01-17 00:00:0012:00"
31308,"TH2023-05-05 00:00:0012:59Dwinelle 2512023-01-17 00:00:0012:00"
26223,"TH2023-05-05 00:00:0012:59Dwinelle 2542023-01-17 00:00:0012:00"
31586,"TH2023-05-05 00:00:0012:59Dwinelle 2582023-01-17 00:00:0012:00"
10043,"TH2023-05-05 00:00:0012:59Dwinelle 74152023-01-17 00:00:0012:00"
29277,"TH2023-05-05 00:00:0012:59Etcheverry 11092023-01-17 00:00:0011:00"
23284,"TH2023-05-05 00:00:0012:59Evans 3402023-01-17 00:00:0011:00"
19474,"TH2023-05-05 00:00:0012:59Evans 392023-01-17 00:00:0011:00"
33766,"TH2023-05-05 00:00:0012:59Evans 512023-01-17 00:00:0012:00"
33768,"TH2023-05-05 00:00:0012:59Evans 512023-01-17 00:00:0012:00"
24418,"TH2023-05-05 00:00:0012:59Evans 62023-01-17 00:00:0012:00"
26381,"TH2023-05-05 00:00:0012:59Evans 812023-01-17 00:00:0012:00"
27866,"TH2023-05-05 00:00:0012:59Evans 812023-01-17 00:00:0012:00"
28409,"TH2023-05-05 00:00:0012:59Genetics & Plant Bio 1072023-01-17 00:00:0012:00"
26396,"TH2023-05-05 00:00:0012:59Hearst Gym 2422023-01-17 00:00:0012:00"
28117,"TH2023-05-05 00:00:0012:59Hearst Mining 4252023-01-17 00:00:0011:00"
22861,"TH2023-05-05 00:00:0012:59Latimer 1222023-01-17 00:00:0012:00"
33383,"TH2023-05-05 00:00:0012:59McCone 1452023-01-17 00:00:0012:00"
30273,"TH2023-05-05 00:00:0012:59Moffitt Library 1032023-01-17 00:00:0011:00"
30111,"TH2023-05-05 00:00:0012:59North Gate 1012023-01-17 00:00:0010:00"
30100,"TH2023-05-05 00:00:0012:59North Gate 1272023-01-17 00:00:0010:00"
26966,"TH2023-05-05 00:00:0012:59Social Sciences Building 1042023-01-17 00:00:0012:00"
24306,"TH2023-05-05 00:00:0012:59Social Sciences Building 742023-01-17 00:00:0012:00"
33613,"TH2023-05-05 00:00:0012:59Social Sciences Building 802023-01-17 00:00:0012:00"
28273,"TH2023-05-05 00:00:0012:59Soda 2712023-01-17 00:00:0011:00"
28274,"TH2023-05-05 00:00:0012:59Soda 2732023-01-17 00:00:0011:00"
28275,"TH2023-05-05 00:00:0012:59Soda 2752023-01-17 00:00:0011:00"
28276,"TH2023-05-05 00:00:0012:59Soda 2772023-01-17 00:00:0011:00"
28277,"TH2023-05-05 00:00:0012:59Soda 3302023-01-17 00:00:0011:00"
22245,"TH2023-05-05 00:00:0012:59Stanley 1792023-01-17 00:00:0012:00"
21191,"TH2023-05-05 00:00:0012:59Valley Life Sciences 20052023-01-17 00:00:0009:00"
21192,"TH2023-05-05 00:00:0012:59Valley Life Sciences 20052023-01-17 00:00:0009:00"
